"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7822","Positive Login test","","Tue May 06 13:08:32 IST 2025","passed","Tue May 06 13:08:39 IST 2025","Login test","sampletest.spec.ts","",""
